full_id,name,shop,lon,lat
n1367460900,ファミリーマート,convenience,139.7747,35.685
n1367460917,ファミリーマート,convenience,139.7771,35.6809
n1367460887,Community Store,convenience,139.7818,35.6782
n1367460899,ナカタ文具店,stationery,139.7715,35.6913
n1367460871,奈良まほろば館,gift,139.7738,35.685
n1367460876,大和屋,general,139.7742,35.68546
n1363294028,中田商店,clothes,139.7748,35.70879
n1363294030,シルクロード化粧品,cosmetics,139.7746,35.70874
n1367460976,日本橋屋長兵衛,confectionery,139.7738,35.6848
n1367460978,日本橋にいがた館,furniture,139.7739,35.6851
n1367460950,八木長,general,139.7738,35.6845
n1367460960,セブン-イレブン,convenience,139.7721,35.6904
n1367460928,Coredo日本橋,department_store,139.7745,35.6825
n1367460938,山本ノリ店,general,139.7739,35.6849
n1367460925,にほんばし島根館,gift,139.7737,35.68563
n1367460927,セブン-イレブン,convenience,139.7797,35.6804
n1378790169,ファミリーマート,convenience,139.7449,35.6458
n1378790171,宝石のまつや,jewelry,139.7447,35.6478
n1378790072,FedEx Kinko's,stationery,139.7460,35.6465
n1378790073,monmart たかだや,supermarket,139.7401,35.647
n1367525153,花正,florist,139.7529,35.65293
n1378775268,矢野酒店,alcohol,139.7385,35.6453
n1367460982,Fukuya,stationery,139.7773,35.6808
n1367525148,新橋ベーカリー,bakery,139.7523,35.6523
n1385607879,虎ノ門書房,books,139.7509,35.6696
n1385607885,青山,clothes,139.7576,35.6664
n1385607861,宝くじ売り場,general,139.7578,35.6672
n1385607873,ローソン,convenience,139.7487,35.67030
n1382541635,aVanti,clothes,139.7382,35.6482
n1385607854,堀商店,gift,139.7562,35.6679
n1382541630,Metz,car,139.7391,35.6479
n1382541634,Hanamo studio,florist,139.7396,35.6475
n1401917482,US.mart,variety_store,139.7435,35.6477
n1401917484,Garakuta Boeki,gift,139.7754,35.7095
n1401917477,Happy Style,clothes,139.7752,35.7091
n1401917480,東京靴流通センター,shoes,139.7752,35.7081
n1385629846,ファミリーマート,convenience,139.7511,35.6692
n1385629850,エフワン,clothes,139.7508,35.6697
n1385607894,イタリアン靴店,shoes,139.7487,35.6703
n1385607904,丸万,confectionery,139.7532,35.6688
n1401917527,Rou産業,clothes,139.7752,35.7092
n1401917529,Foot Monkey,shoes,139.7752,35.7086
n1401917514,Fit's,clothes,139.7750,35.7103
n1401917523,London Sports,clothes,139.7752,35.7079
n1401917498,舶来堂,clothes,139.7752,35.7095
n1401917505,Sports Zyuen,clothes,139.7752,35.7091
n1401917486,靴のダイワ,shoes,139.7752,35.7092
n1401917492,Sun House,clothes,139.7752,35.7093
n1417894898,Jeans Mate,clothes,139.7952,35.6945
n1417894882,長谷川ランドリー,dry_cleaning,139.8051,35.6975
n1417894893,江戸遊,massage,139.7985,35.6968
n1402646527,ファミリーマート,convenience,139.7689,35.6777
n1402646532,セブン-イレブン,convenience,139.7685,35.6772
n1401927601,エムズ,video,139.7751,35.7105
n1401927622,金太郎,video,139.7750,35.7105
n1177105261,コープとうきょう,supermarket,139.7245,35.71046
n1181962738,Seek,hairdresser,139.7281,35.6665
n1177042996,ファッションクリーニング 田矢,dry_cleaning,139.7250,35.7067
n1177043024,ミニストップ,convenience,139.7244,35.7053
n1170225826,ローソン,convenience,139.7410,35.6705
n1177042993,センダ理容室,hairdresser,139.7246,35.7064
n1148543019,Chomp chomp,mall,139.7746,35.6971
n1170225669,ローソン,convenience,139.7419,35.6718
n1194993557,ファミリーマート,convenience,139.7446,35.6513
n1195197108,BVLGARI,jewelry,139.7671,35.6729
n1194993553,文銭堂,confectionery,139.7444,35.649
n1194993555,スーパー fenix,supermarket,139.7444,35.6489
n1188381027,Lawson,convenience,139.7346,35.6772
n1194993551,マイバスケット,greengrocer,139.7444,35.6494
n1182132851,7-Eleven,convenience,139.7454,35.6534
n1188380990,Perfect suit factory,clothes,139.7356,35.6759
n1195197293,Tiffany,jewelry,139.7673,35.6732
n1195197297,東京風月堂 銀座本店,confectionery,139.7669,35.6732
n1195197265,洋服の青山,clothes,139.7669,35.6732
n1195197271,Cartier,jewelry,139.7661,35.6732
n1195197215,ヤマハ,musical_instrument,139.7625,35.6686
n1195197218,Chanel,boutique,139.7665,35.6729
n1195197143,英國屋,tailor,139.7674,35.6733
n1195197176,木村屋,bakery,139.7652,35.6716
n1231861296,明治書店,video,139.7707,35.6934
n1231861301,ドコモショップ,mobile_phone,139.7706,35.6938
n1231861289,文化堂,stationery,139.7693,35.6956
n1231861295,ファミリーマート,convenience,139.7684,35.6955
n1231861281,オフィスコム,furniture,139.7693,35.6956
n1231861285,文具 日乃出,stationery,139.7673,35.6957
n1195197313,教文館,books,139.7656,35.672
n1215847202,NATURAL　LAWSON,convenience,139.7818,35.6744
n1326424688,林美容院,hairdresser,139.7643,35.6684
n1326424691,香蘭社,yes,139.7655,35.669
n1326424578,ファミリーマート,convenience,139.7649,35.6688
n1326424687,岡田かめや,yes,139.7643,35.6684
n1271113698,ローソン,convenience,139.7570,35.6567
n1276856510,みわ書房,books,139.7573,35.69567
n1239281500,山本金物店,hardware,139.7447,35.6468
n1239281575,Piata,mall,139.7470,35.6462
n1327961919,オフィススギモト,stationery,139.7678,35.676
n1327962128,ファミリーマート,convenience,139.7677,35.6756
n1327332376,BOU'L MICH,confectionery,139.7687,35.675
n1327961918,ほっかほっか亭,deli,139.7679,35.6757
n1327305150,三松呉服店,clothes,139.7647,35.67
n1327305154,清月堂画廊,art,139.7648,35.6701
n1327304978,La Belle,jewelry,139.7653,35.6705
n1327304986,ギャラリーあづま,art,139.7648,35.67
n1352143849,17Bicycle,bicycle,139.8010,35.7005
n1352156068,Tシャツプリント,clothes,139.7974,35.6989
n1352041885,らんらんベーカリー,bakery,139.8033,35.7005
n1352041887,浪花屋本店,confectionery,139.7974,35.6979
n1352041862,サンエトワール,bakery,139.7973,35.6956
n1352041879,ファミリーマート,convenience,139.7961,35.6954
n1330792886,LAWSON STORE 100,convenience,139.8007,35.706
n1363293960,キシモト,clothes,139.7745,35.7106
n1363293962,志村商店,confectionery,139.7746,35.7102
n1363176501,アライ,hairdresser,139.7462,35.6478
n1363293945,靴のダイワ,shoes,139.7746,35.7098
n1352156074,かえる本舗,confectionery,139.7974,35.6981
n1354933895,セブン-イレブン,convenience,139.7696,35.705
n1352156069,タニ,jewelry,139.7973,35.6994
n1352156070,セブン-イレブン,convenience,139.7973,35.6999
n990952285,すずき,general,139.7339,35.6509
n990952287,,greengrocer,139.7344,35.6525
n990952280,セブン-イレブン,convenience,139.7364,35.6486
n990952281,Yuki Torii,clothes,139.7342,35.6524
n990952259,Allez France,bakery,139.7348,35.65252
n990952275,ポニークリーニング,dry_cleaning,139.7336,35.6516
n989291840,野村の仲介＋,yes,139.7449,35.6991
n989291902,ファミリーマート,convenience,139.7452,35.6991
n1075317935,ファミリーマート,convenience,139.7411,35.7011
n1075317947,ファミリーマート,convenience,139.7358,35.7037
n994299896,兵庫屋,alcohol,139.7248,35.6481
n1066434924,ローソン,convenience,139.7922,35.7057
n992577010,Newdays,convenience,139.7745,35.70670
n994299894,ines,hairdresser,139.7241,35.6495
n992370857,Eltus,video,139.7683,35.7039
n992577008,ローソン,convenience,139.7743,35.7048
n1126262323,ローソン,convenience,139.7429,35.6705
n1126262328,ファミリーマート,convenience,139.7413,35.6692
n1121195331,セブン-イレブン,convenience,139.7363,35.6907
n1126103846,千疋や,greengrocer,139.7246,35.6876
n1111315485,ファミリーマート,convenience,139.7286,35.6662
n1111316331,ファミリーマート,convenience,139.7406,35.6549
n1111289774,Lawson,convenience,139.7337,35.67
n1111315482,ローソン,convenience,139.7368,35.6616
n1138564558,湯本たばこ店,tobacco,139.7851,35.6828
n1138564565,FedEx Kinko's,copyshop,139.7844,35.6835
n1138564537,NIPPO,stationery,139.7852,35.6827
n1138564546,傘のアイバ,shoes,139.7852,35.68279
n1126262349,サンクス,supermarket,139.7388,35.6672
n1138559736,ファミリーマート,convenience,139.7845,35.7034
n1126262342,三浦屋,supermarket,139.7397,35.6671
n1126262347,セブン-イレブン,convenience,139.7413,35.669
n1138564618,ポニークリーニング,dry_cleaning,139.7855,35.6823
n1138564623,ヒロフーズ,deli,139.7855,35.6823
n1138564592,セブン-イレブン,convenience,139.7847,35.6832
n1138564616,はんこプラス 水天宮,stationery,139.7851,35.6828
n1138564584,FamilyMart,convenience,139.7853,35.68260
n1138564585,ファミリーマート,convenience,139.7846,35.6841
n1138564573,三原堂,confectionery,139.7841,35.6838
n1138564581,BOOKS PISMO,books,139.7841,35.6838
n1138627734,みつこ美容室,hairdresser,139.7854,35.684
n1138627735,天下堂,food,139.7850,35.6834
n1138627723,クリーニング トーヨー,dry_cleaning,139.7854,35.68411
n1138627725,ゼイタク煎餅総本店,confectionery,139.7844,35.6841
n1138627718,寿司芳,yes,139.7849,35.6835
n1138627721,55 station,copyshop,139.7859,35.6843
n1138564629,BARRAGE,clothes,139.7848,35.6831
n1138627710,重盛の人形焼,confectionery,139.7845,35.684
n1140793762,ローソン,convenience,139.7783,35.7087
n1140793768,ローソン,convenience,139.7791,35.7102
n1138645904,スリーエフ,convenience,139.7963,35.6998
n1138645907,レンタルバイク ジャパン,motorcycle,139.7983,35.7066
n1138627775,ハナヨシ,yes,139.7849,35.68354
n1138627780,小まつや,confectionery,139.7849,35.6834
n1138627737,セブン-イレブン,convenience,139.7866,35.6846
n1138627759,ステージ アイ,optician,139.7863,35.6845
n1145149958,麻布インテリア,furniture,139.7426,35.66
n1145149963,ル パン コティディアン,bakery,139.7501,35.6582
n1145077229,東京ガーデン,florist,139.7431,35.661
n1145077267,セブン-イレブン 港区飯倉店,convenience,139.7426,35.6598
n1145077213,榎屋,confectionery,139.7422,35.6596
n1145077216,Maison Landmaine,bakery,139.7383,35.6608
n1140793771,ローソン,convenience,139.7763,35.7106
n1145077201,Silk,gift,139.7373,35.6602
n439115834,フォルクスワーゲン六本木,car,139.7359,35.6655
n474605269,Family Mart,convenience,139.7499,35.6692
n410500414,ミニストップ,convenience,139.7451,35.7081
n417434047,Inplexe,accessories,139.7414,35.7005
n260424208,キムラヤ,electric,139.7577,35.6656
n261024380,ソフトバンクショップ,mobile_phone,139.7773,35.6772
n260423690,文教堂書店,books,139.7577,35.6678
n260424181,LABI,electric,139.7570,35.6671
n575735323,ナチュラルローソン,convenience,139.7453,35.691
n575911218,ファミリーマート,convenience,139.8035,35.68218
n574824422,ローソン,convenience,139.8078,35.694
n574834675,ファミリーマート,convenience,139.8075,35.6976
n559359769,LAWSON 銀座６丁目店,convenience,139.7657,35.6687
n574817628,サンクス,convenience,139.8050,35.6947
n474605283,セブン-イレブン,convenience,139.7540,35.668
n474605289,Lawson,convenience,139.7547,35.6676
n581974462,MINI STOP,convenience,139.8026,35.6954
n599543584,洋服の青山,clothes,139.7558,35.7007
n577247583,セブン-イレブン,convenience,139.8103,35.6978
n580793191,FamilyMart,convenience,139.7427,35.6877
n575936819,ファミリーマート菊川駅前店,convenience,139.8065,35.6883
n575940510,セブン-イレブン,convenience,139.8083,35.6883
n575915214,セブン-イレブン,convenience,139.8058,35.6822
n575932737,ファミリーマート 墨田菊川駅前店,convenience,139.8058,35.6882
n670739633,ファミリーマート,convenience,139.7639,35.703
n679639749,ファミリーマート,convenience,139.7455,35.6631
n654591431,ポニー,dry_cleaning,139.7813,35.6859
n603556341,ファミリーマート,convenience,139.7790,35.6922
n631486341,,convenience,139.7765,35.6935
n599544109,メガネスーパー,optician,139.7553,35.7008
n600364640,,,139.7744,35.6985
n810027487,コミック高岡,books,139.7586,35.6957
n810027523,丸善,books,139.7644,35.6992
n810027436,三省堂書店,books,139.7604,35.6956
n810027463,明倫館書店,books,139.7587,35.6957
n750873924,ローソン芝5丁目 (LAWSON),convenience,139.7469,35.6471
n750874027,サンクス,convenience,139.7482,35.6466
n703706209,ファミリーマート,convenience,139.7448,35.6517
n709900951,ローソン,convenience,139.7372,35.6541
n814785719,ヒラタ,optician,139.7462,35.6471
n820061441,Ayumi Books,books,139.7457,35.6463
n814732909,Tsutaya,video,139.7469,35.6469
n814735061,虎ノ門書房,books,139.7477,35.6464
n814339797,ローソン,convenience,139.7783,35.6764
n814720149,Dear,sports,139.7418,35.6477
n814235754,花判,florist,139.7432,35.6476
n814235755,なかむらや,greengrocer,139.7433,35.6474
n829910076,セブン-イレブン,convenience,139.7447,35.6479
n820688807,日産レッドステージ (Nissan),car,139.7407,35.64793
n820721307,ファミリーマート 田町駅西口店,convenience,139.7463,35.6467
n820376474,錦章堂,stationery,139.7442,35.647
n820399662,ファミリーマート,convenience,139.7465,35.6467
n820360464,,dry_cleaning,139.7405,35.6469
n820360480,ケーヨーデイツー,doityourself,139.7402,35.6461
n888412354,ミニストップ,convenience,139.7437,35.7076
n936119512,クロサワバイオリン,musical_instrument,139.7633,35.69951
n849589655,ローソン,convenience,139.7642,35.7047
n860340496,ファミリーマート,convenience,139.7745,35.6892
n833739306,三祢井商店,books,139.7456,35.64778
n849589654,セブン-イレブン,convenience,139.7644,35.7055
n829922305,ポニー,dry_cleaning,139.7452,35.64878
n829922306,三田鍼灸整骨院,massage,139.7452,35.6489
n1693368707,,clothes,139.7550,35.6579
n1693368708,ファミリーマート,convenience,139.7550,35.6576
n1693368538,サンクス,convenience,139.7544,35.657
n1693368587,,hairdresser,139.7552,35.6569
n1693368531,FAST,hairdresser,139.7539,35.65770
n1693368533,auショップ,mobile_phone,139.7550,35.6573
n1678983463,ローソン,convenience,139.7467,35.646
n1686620952,ローソン 芝浦二丁目店,convenience,139.7546,35.6453
n1716213860,ローソン,convenience,139.7397,35.6681
n1717078156,みずき,florist,139.7394,35.6677
n1716197738,AZUMA,hairdresser,139.7400,35.6684
n1716213854,Golf Partner,sports,139.7398,35.6682
n1716141266,ハローフォト,photo,139.7577,35.6672
n1716141290,ヴィクトリア,confectionery,139.7579,35.6674
n1700722451,ローソン,convenience,139.7364,35.6872
n1706038078,ファミリーマート 三田聖坂下店 Famima Mita Hijirisaka Store,convenience,139.7432,35.6466
n1754933240,ナチュラルローソン,convenience,139.8162,35.67501
n1754933243,サミット,supermarket,139.8144,35.67522
n1746046223,ESTNATION,clothes,139.7621,35.6748
n1746046229,松島眼鏡店,optician,139.7619,35.6747
n1735940036,ファミマ 芝パーク店,convenience,139.7523,35.6552
n1746027106,サンクス,convenience,139.7329,35.6847
n1717078184,,laundry,139.7393,35.6678
n1717078185,平石商店,butcher,139.7387,35.6671
n1755267506,,dry_cleaning,139.7404,35.6468
n1755354749,きもの草,tailor,139.7387,35.6451
n1754935357,錦章堂,stationery,139.7442,35.64708
n1754936735,Family Mart,convenience,139.8123,35.6747
n1754935292,カメラのまるい,camera,139.7442,35.647
n1754935355,理容 タケナカ,hairdresser,139.7407,35.6473
n1754933247,ローソン,convenience,139.8163,35.6755
n1754934679,ファミリーマート,convenience,139.8166,35.6693
n1771526132,文具のイシダ,stationery,139.7442,35.6468
n1814905016,BIG BOSS,musical_instrument,139.7630,35.6997
n1771526039,WADA SPORTS,sports,139.7438,35.6472
n1771526122,ビューティサロン キャラット,hairdresser,139.7430,35.6475
n1763146176,ストア六本木,bicycle,139.7279,35.6591
n1771526036,Ample Recolte,confectionery,139.7433,35.6474
n1755355241,ムサシノ,dry_cleaning,139.7388,35.6451
n1756875908,ファミリーマート,convenience,139.7761,35.6776
n1832741408,ファミリーマート,convenience,139.7934,35.6728
n1832741409,ファミリーマート,convenience,139.7944,35.6727
n1832684207,ローソン,convenience,139.7979,35.68184
n1832741404,セブン-イレブン,convenience,139.7953,35.67278
n1832671046,セブン-イレブン,convenience,139.8006,35.6854
n1832671049,ファミリーマート,convenience,139.7996,35.6822
n1814905039,ミニストップ,convenience,139.7628,35.6998
n1815436163,auショップ,mobile_phone,139.7628,35.6999
n1873933053,Tiffany & Co,jewelry,139.7290,35.659
n1881787703,セブン-イレブン,convenience,139.7586,35.6568
n1862484913,ファミリーマート,convenience,139.7276,35.6584
n1871175028,カトレア (Cattla),bakery,139.7981,35.687
n1862480463,Comic ZIN,books,139.7711,35.6994
n1862480477,無印良品 アキバ・トリム,variety_store,139.7737,35.6979
n1837949124,シミズサイクル,bicycle,139.7528,35.6549
n1837996011,ファミリーマート,convenience,139.8194,35.66911
n1891201007,ソフトバンクショップ,mobile_phone,139.7883,35.6999
n1891209201,ソフトバンクショップ,mobile_phone,139.7916,35.7094
n1890995783,ソフトバンクショップ,mobile_phone,139.7377,35.6756
n1891167369,ソフトバンクショップ,mobile_phone,139.7611,35.7076
n1890938832,ソフトバンクショップ,mobile_phone,139.7544,35.668
n1890948285,ソフトバンクショップ,mobile_phone,139.7543,35.6564
n1890241027,ソフトバンクショップ,mobile_phone,139.7365,35.6551
n1890938192,ソフトバンクショップ,mobile_phone,139.7477,35.6467
n1635037307,The Super Sports Xebio A,sports,139.7616,35.6955
n1635037309,大島書店,books,139.7609,35.6955
n1635037270,Y! mobile,mobile_phone,139.7610,35.6954
n1635037271,The Super Sports Xebio B,sports,139.7617,35.6954
n1634100115,田村書店,books,139.7595,35.69582
n1634100120,野崎屋刃物店,hardware,139.7594,35.6958
n1634100106,東陽堂書店,books,139.7602,35.6958
n1634100108,玉英堂書店,books,139.7602,35.69583
n1635104286,THE SUNS,sports,139.7633,35.6942
n1635104287,LONDON Sports,sports,139.7645,35.6942
n1635104276,RHYTHM,sports,139.7643,35.694
n1635104284,SPAZIO,sports,139.7640,35.6941
n1635104272,Blue-G,musical_instrument,139.7620,35.6946
n1635104273,One Make,sports,139.7620,35.6947
n1635037312,軍学堂,books,139.7609,35.69552
n1635037313,黒澤楽器店,musical_instrument,139.7615,35.6956
n1635104716,崇文荘書店,books,139.7616,35.695
n1635104733,源喜堂書店,books,139.7627,35.6943
n1635104701,メガネのタニ,optician,139.7624,35.6944
n1635104703,ヴィクトリア,sports,139.7625,35.6948
n1635104312,switch east,sports,139.7634,35.6941
n1635104698,ミズノ,sports,139.7623,35.6945
n1635104288,switch,sports,139.7634,35.69419
n1635104289,Victoria Golf,sports,139.7632,35.6942
n1636556390,にっしんカメラ,camera,139.7751,35.6964
n1636556393,テレオン第3店,hifi,139.7714,35.6968
n1635233557,The SUPER SUITS STORE,clothes,139.7678,35.6957
n1635233578,エフワン,clothes,139.7663,35.6947
n1635112954,神谷書店,books,139.7657,35.6945
n1635233542,DAIKI,shoes,139.7668,35.6949
n1635104737,筆匠 温恭堂,stationery,139.7644,35.6942
n1635112937,寛永堂,confectionery,139.7650,35.6943
n1655448287,ミニストップ,convenience,139.7466,35.6672
n1655503953,セブン-イレブン,convenience,139.7433,35.6704
n1647125869,ドコモショップ (docomo shop),mobile_phone,139.7603,35.7078
n1654251510,三進堂書店,books,139.7647,35.69946
n1645475990,セブン-イレブン,convenience,139.7292,35.6646
n1647125768,ファミリーマート,convenience,139.7603,35.7083
n1636556690,ファルサウンド,hifi,139.7719,35.6967
n1636556692,万世かつサンド,bakery,139.7706,35.6967
n1656807464,HIROTA,confectionery,139.7572,35.6674
n1656807469,ドコモショップ,mobile_phone,139.7566,35.6678
n1656781053,ヤマダ電機 LABI デジタル館,computer,139.7571,35.6672
n1656781070,相模屋,yes,139.7569,35.6668
n1655991522,巻 時計店,yes,139.7573,35.66576
n1656781050,セブン-イレブン,convenience,139.7571,35.66705
n1655504010,ローソン,convenience,139.7483,35.6692
n1655991479,アメリカン倶楽部,sports,139.7569,35.6659
n1656979754,KIOSK,florist,139.7584,35.667
n1656979755,KONAKA THE FLAG,clothes,139.7587,35.6671
n1656978647,来茶,yes,139.7417,35.6707
n1656978652,浅田屋,confectionery,139.7419,35.6706
n1656962003,GREEN SHOES,shoes,139.7509,35.66969
n1656978585,FUKUDA,motorcycle,139.7414,35.6707
n1656858993,エフワン,clothes,139.7563,35.6682
n1656859021,三光白衣,clothes,139.7557,35.6681
n1678983444,SHOES789,shoes,139.7475,35.6465
n1678983455,ファミリーマート,convenience,139.7459,35.646
n1674899712,,,139.8130,35.6972
n1678983440,KENT HOUSE,clothes,139.7476,35.6465
n1656979763,ツクモデジタル.ライフ館,electronics,139.7587,35.6676
n1668484901,ツッカベッカライ カヤヌマ,confectionery,139.7439,35.6703
n1656979756,カタログハウスの店,variety_store,139.7590,35.6674
n1656979761,ファミリーマート,convenience,139.7591,35.6673
n1511441595,disk union,musical_instrument,139.7627,35.6989
n1511441598,シモクラセカンドハンズ,musical_instrument,139.7627,35.699
n1511441590,GUITAR PLANET,musical_instrument,139.7631,35.6996
n1511441592,KUROSAWA WIND,musical_instrument,139.7631,35.6996
n1511441587,BIG BOSS FREAKS MARKET,musical_instrument,139.7629,35.6994
n1511441589,GUITAR PLANET,musical_instrument,139.7631,35.6996
n1509876028,ノザワ電気,electronics,139.7329,35.663
n1509876363,美容室リラ,hairdresser,139.7321,35.6635
n1514994136,はせがわ,clothes,139.7421,35.6555
n1514994144,Yoshi,hairdresser,139.7420,35.65510
n1514994114,八百鈴,greengrocer,139.7422,35.6561
n1514994124,Lawson,convenience,139.7421,35.6559
n1511441663,下倉バイオリン,musical_instrument,139.7627,35.699
n1514994105,Lawson,convenience,139.7435,35.6578
n1511441599,ドコモショップ,mobile_phone,139.7627,35.6989
n1511441661,ファミリーマート,convenience,139.7629,35.6993
n1535241112,セブン-イレブン,convenience,139.7569,35.6681
n1535241412,ローソン,convenience,139.7572,35.6679
n1534135809,マツウラ,alcohol,139.7411,35.6712
n1535241101,THE SUIT COMPANY,clothes,139.7577,35.6678
n1534135726,IRISH PUB FINN McCOOL'S,yes,139.7411,35.6716
n1534135729,SHINKO SHOKAI,camera,139.7412,35.67119
n1515172692,ローソン,convenience,139.7417,35.6546
n1530426500,セブン-イレブン,convenience,139.7593,35.6954
n1567159240,Volkswagon Sales & Repair,car_repair,139.7358,35.6654
n1568783585,ファミリーマート,convenience,139.7250,35.6604
n1560293916,ローソン,convenience,139.7632,35.7024
n1565011734,,ticket,139.7566,35.6565
n1536590632,Organic House,yes,139.7405,35.6719
n1536590667,八丈島料理　はっとり,yes,139.7404,35.67198
n1535267805,ファミリーマート,convenience,139.7406,35.6718
n1535267806,和幸,yes,139.7408,35.6717
n1580614678,QB HOUSE,hairdresser,139.7410,35.6707
n1580614813,肉市場,butcher,139.7395,35.6717
n1576537087,五十番,deli,139.7384,35.70219
n1576537088,山下漆器店,kitchen,139.7383,35.7022
n1576527482,靴 オザキヤ,shoes,139.7419,35.7006
n1576537065,岩座,variety_store,139.7387,35.702
n1576527469,ファミリーマート,convenience,139.7422,35.7007
n1576527480,田口屋生花店,florist,139.7421,35.7005
n1608617825,山田紙店 (Yamada-kamiten),stationery,139.7424,35.7005
n1608768495,たんす屋 (Tansuya),clothes,139.7414,35.701
n1606569376,不二家 (Fujiya),confectionery,139.7423,35.7006
n1606621657,萬国館,hairdresser,139.7422,35.7006
n1590216015,ファミリーマート,convenience,139.7831,35.699
n1590216019,浅草橋眼鏡店,optician,139.7837,35.699
n1580614815,赤坂市場,greengrocer,139.7395,35.6717
n1590215994,ミニストップ,convenience,139.7847,35.6982
n1634100040,一心堂,books,139.7598,35.6958
n1634100053,三茶書房,books,139.7609,35.6955
n1634099722,Suit Select,clothes,139.7578,35.6957
n1634100034,レオ マカラズヤ,bag,139.7601,35.6958
n1633859555,NECライベックス第一田町ビル店,convenience,139.7486,35.647
n1633859734,三菱自動車,car,139.7486,35.6471
n1608771348,さわや,chemist,139.7413,35.701
n1633859553,auショップ,mobile_phone,139.7476,35.6472
n1634100087,悠久堂書店,books,139.7599,35.6958
n1634100102,村山書店,books,139.7600,35.6958
n1634100079,大屋書房,books,139.7605,35.6958
n1634100083,小宮山書店,books,139.7595,35.6958
n1634100075,大久保書店,books,139.7594,35.6958
n1634100054,三鈴堂眼鏡店,optician,139.7592,35.6958
n1634100059,八木書店,books,139.7604,35.6958
n1417894954,Yoshie Shirts,clothes,139.7995,35.6971
n1419123562,三美堂,shoes,139.7441,35.6473
n1417894944,Dreanポケット,gift,139.8024,35.6969
n1417894933,高はし,gift,139.7968,35.69470
n1417894937,Burland,clothes,139.8009,35.6972
n1417894913,Meets100円shop,variety_store,139.7950,35.6953
n1417894924,西彦,alcohol,139.7960,35.6946
n1431538171,セブン-イレブン,convenience,139.8053,35.6991
n1436034265,INK,hairdresser,139.8156,35.6877
n1423728719,Regal Shoes,shoes,139.7700,35.6802
n1423728720,セブン-イレブン,convenience,139.7710,35.6798
n1423719446,Imano Fruite Factory,greengrocer,139.7798,35.6802
n1423719459,ファミリーマート,convenience,139.7739,35.67993
n1419123563,ViVi,clothes,139.7443,35.6473
n1419123564,花判,florist,139.7442,35.6473
n1475722985,セブン-イレブン,convenience,139.7537,35.6572
n1478183474,Sanyo Coin Laundry,laundry,139.7589,35.7091
n1475721954,ファミリーマート,convenience,139.7526,35.6571
n1475722529,,florist,139.7535,35.6567
n1463983621,肉のハナマサ,supermarket,139.7342,35.6845
n1475721950,ファミリーマート,convenience,139.7508,35.657
n1452245594,,hairdresser,139.7664,35.67340
n1463963667,,convenience,139.7424,35.6891
n1485000237,ファミリーマート,convenience,139.7747,35.6601
n1490205452,JTB,travel_agency,139.7379,35.6763
n1485000206,ポプラ,convenience,139.7781,35.6593
n1485000207,ローソン,convenience,139.7785,35.6581
n1484755098,雛,hairdresser,139.7734,35.6669
n1485000202,ファミリーマート,convenience,139.7766,35.6584
n1482906577,ファミリーマート,convenience,139.7709,35.6829
n1484738130,クロワッサン,bakery,139.7446,35.6466
n1508619384,TOKYO LIQUOR SHOP 11*7,alcohol,139.7450,35.6502
n1508619386,TRIUMPH,motorcycle,139.7452,35.6528
n1508619375,FLAP,hairdresser,139.7452,35.6525
n1508619376,JFLOWER MARKET,florist,139.7453,35.6533
n1507825506,ヒラタ,optician,139.7464,35.6478
n1507825510,佐藤繊維 洋服部,tailor,139.7452,35.6478
n1505848690,,convenience,139.7532,35.6459
n1507825461,ステップ,shoe_repair,139.7454,35.64786
